rank,cluster_id,cluster_score,cluster_title,articles_count,unique_urls,outlets,products,primary_tags,representative_url
59,C115,8.95,Chile envía 6 toneladas de ayuda humanitaria a Bolivia por crisis de abastecimiento,1,1,Atentos,nacional,sector:politica_estado; product:regiones; source:normal_scrape; sector:empresas_finanzas; product:nacional; region:Metropolitana; sector:economia_macro; sector:salud_educacion_social,https://www.atentos.cl/chile-envia-6-toneladas-de-ayuda-humanitaria-a-bolivia-por-crisis-de-abastecimiento
60,C182,8.8,Centro de Rehabilitación Cruz del Sur inaugura ampliación del gimnasio con aporte de Fundación Luksic,2,1,Laprensaaustral,biz; regiones,product:regiones; sector:empresas_finanzas; sector:infraestructura_concesiones; source:normal_scrape; region:Magallanes; noise:deportes; sector:laboral_gobernanza; sector:mineria_energia,https://laprensaaustral.cl/2026/06/13/centro-de-rehabilitacion-cruz-del-sur-inaugura-ampliacion-del-gimnasio-con-aporte-de-fundacion-luksic
61,C195,8.8,PRESIDENTE DE FENATRAMA ADVIERTE FALTA DE RECURSOS PARA ENFRENTAR DESAFÍOS AMBIENTALES EN MAGALLANES,3,1,Radiopolar,biz; nacional; regiones,product:regiones; sector:medioambiente_permisos; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; sector:justicia_seguridad; sector:salud_educacion_social; sector:infraestructura_concesiones,https://www.radiopolar.com/presidente-fenatrama-advierte-falta-recursos-enfrentar-desafios-ambientales-magallanes
62,C030,8.75,Seminario técnico repasó principales contenidos del Manual Práctico para la Reglamentación Térmica 2025,2,1,Eldiarioinmobiliario,biz; nacional,sector:politica_estado; source:normal_scrape; sector:infraestructura_concesiones; product:biz; sector:laboral_gobernanza; sector:medioambiente_permisos; product:regiones; sector:salud_educacion_social,https://eldiarioinmobiliario.cl/destacadas/seminario-tecnico-repaso-principales-contenidos-del-manual-practico-para-la-reglamentacion-termica-2025
63,C036,8.75,Reportaje | Hallazgo genético en krill abre nuevas perspectivas para la conservación de ecosistemas marinos,2,1,Portalinnova,nacional; regiones,region:Biobío; sector:salud_educacion_social; source:normal_scrape; product:biz; region:La Araucanía; sector:mineria_energia; noise:deportes; region:Ñuble,https://portalinnova.cl/reportaje-hallazgo-genetico-en-krill-abre-nuevas-perspectivas-para-la-conservacion-de-ecosistemas-marinos
64,C037,8.75,Reportaje | “Muchas empresas invierten y luego dejan la tecnología en el olvido”: el rol clave del acompañamiento continuo en los proyectos robóticos en Chile,2,1,Portalinnova,biz; nacional,source:normal_scrape; region:Metropolitana; sector:politica_estado; product:biz; sector:economia_macro; product:regiones; sector:tecnologia_telecom; sector:mineria_energia,https://portalinnova.cl/reportaje-muchas-empresas-invierten-y-luego-dejan-la-tecnologia-en-el-olvido-el-rol-clave-del-acompanamiento-continuo-en-los-proyectos-roboticos-en-chile
65,C039,8.75,Artistas de Los Ríos fueron premiados en Concurso Historias de Nuestra Tierra - Diario de Valdivia,2,1,Diariodevaldivia - Chile Argentina,nacional; regiones,product:regiones; source:normal_scrape; region:Los Ríos; sector:salud_educacion_social; sector:justicia_seguridad; region:Los Lagos; noise:deportes; noise:cartelera,https://www.diariodevaldivia.cl/noticia/actualidad/2026/06/artistas-de-los-rios-fueron-premiados-en-concurso-historias-de-nuestra-tierra
66,C046,8.75,Transelec realiza trabajos de mantención a 160 metros en el Canal de Chacao para reforzar suministro eléctrico a Chiloé - Diario De Puerto Montt,2,1,Diariodepuertomontt,biz; regiones,sector:infraestructura_concesiones; source:normal_scrape; sector:empresas_finanzas; sector:laboral_gobernanza; region:Biobío; product:biz; region:Los Lagos; sector:politica_estado,https://www.diariodepuertomontt.cl/noticia/actualidad/2026/06/transelec-mantencion-torres-canal-chacao
67,C066,8.75,38 jóvenes de Tarapacá se preparan para operar camiones CAEX en la industria minera,2,1,Diariolongino,biz; regiones,product:regiones; source:normal_scrape; sector:empresas_finanzas; product:biz; sector:politica_estado; sector:laboral_gobernanza; sector:justicia_seguridad; sector:salud_educacion_social,https://diariolongino.cl/38-jovenes-de-tarapaca-se-preparan-para-operar-camiones-caex-en-la-industria-minera
68,C080,8.75,Alcaldes de Atacama preocupados por la rebaja presupuestaria de la Subdere,2,1,Chanarcillo,nacional; regiones,product:regiones; source:normal_scrape; sector:politica_estado; sector:justicia_seguridad; quality:thin_text; sector:empresas_finanzas; product:nacional; quality:missing_url,https://www.chanarcillo.cl/alcaldes-de-atacama-preocupados-por-la-rebaja-presupuestaria-de-la-subdere
69,C086,8.75,Comuneros de Talhuen cuestionan a ENAMI por frenar compra de terrenos,2,1,Diarioeldia,biz; regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; sector:politica_estado; region:Metropolitana; sector:salud_educacion_social; sector:infraestructura_concesiones; region:Coquimbo,https://www.diarioeldia.cl/noticias/2026/06/13/141157-comuneros-de-talhuen-cuestionan-a-enami-por-frenar-compra-de-terrenos
70,C091,8.75,"“Mil pedazos”, la película local que conquista Chile",2,1,Diarioeldia,biz; regiones,product:regiones; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; sector:salud_educacion_social; sector:justicia_seguridad; region:Metropolitana; sector:infraestructura_concesiones,https://www.diarioeldia.cl/noticias/2026/06/13/141133-mil-pedazos-la-pelicula-local-que-conquista-chile
71,C094,8.75,Tras sufrir fraude en el banco: Madre recuperará dinero destinado al tratamiento de su hija,2,1,Diariolaregion,biz; regiones,sector:empresas_finanzas; region:Metropolitana; sector:justicia_seguridad; sector:tecnologia_telecom; sector:medioambiente_permisos; sector:laboral_gobernanza; sector:ma_distress; region:Biobío,https://www.diariolaregion.cl/tras-sufrir-fraude-en-el-banco-madre-recuperara-dinero-destinado-al-tratamiento-de-su-hija
72,C097,8.75,Trabajadores de Clínica Elqui cumplen quinto día de huelga y parlamentarios ofician a autoridades,2,1,Diariolaregion,biz; regiones,product:regiones; sector:laboral_gobernanza; sector:politica_estado; sector:salud_educacion_social; sector:empresas_finanzas; sector:economia_macro; source:normal_scrape; region:Coquimbo,https://www.diariolaregion.cl/trabajadores-de-clinica-elqui-cumplen-quinto-dia-de-huelga-y-parlamentarios-ofician-a-autoridades
73,C098,8.75,Limpieza de cables en el casco histórico de La Serena,2,1,Diariolaregion,biz; regiones,sector:politica_estado; source:normal_scrape; region:Coquimbo; product:regiones; sector:empresas_finanzas; sector:justicia_seguridad; sector:tecnologia_telecom; sector:salud_educacion_social,https://www.diariolaregion.cl/limpieza-de-cables-en-el-casco-historico-de-la-serena
74,C099,8.75,Nuevo guardián aéreo comienza a surcar los cielos de la zona,2,1,Diariolaregion,nacional; regiones,product:regiones; source:normal_scrape; sector:infraestructura_concesiones; sector:politica_estado; region:Coquimbo; sector:salud_educacion_social; sector:laboral_gobernanza; sector:mineria_energia,https://www.diariolaregion.cl/nuevo-guardian-aereo-comienza-a-surcar-los-cielos-de-la-zona
75,C105,8.75,Prisión preventiva para siete imputados en caso de presunta red criminal que operaba desde la cárcel de Illapel,2,1,Miradiols,nacional; regiones,sector:justicia_seguridad; product:regiones; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; sector:infraestructura_concesiones; region:Biobío; region:Metropolitana,https://www.miradiols.cl/2026/06/13/prision-preventiva-para-siete-imputados-en-caso-de-presunta-red-criminal-que-operaba-desde-la-carcel-de-illapel
76,C106,8.75,Helicóptero inició operaciones para reforzar la seguridad y respuesta a emergencias en la región,2,1,Miradiols,nacional; regiones,sector:politica_estado; product:regiones; source:normal_scrape; sector:infraestructura_concesiones; sector:justicia_seguridad; sector:empresas_finanzas; region:Coquimbo; region:Tarapacá,https://www.miradiols.cl/2026/06/13/helicoptero-inicio-operaciones-para-reforzar-la-seguridad-y-respuesta-a-emergencias-en-la-region
77,C118,8.75,Exministro Velasco critica impacto laboral de medidas del gobierno de Boric,2,1,Atentos,biz; nacional,sector:politica_estado; source:normal_scrape; product:nacional; sector:empresas_finanzas; sector:economia_macro; product:regiones; sector:salud_educacion_social; sector:justicia_seguridad,https://www.atentos.cl/exministro-velasco-critica-impacto-laboral-de-medidas-del-gobierno-de-boric
78,C122,8.75,Más chilenos optan por motos para reducir costos y tiempos: scooters lideran las búsquedas,2,1,Diarioelcentro,biz; nacional,product:biz; source:normal_scrape; sector:empresas_finanzas; product:regiones; sector:politica_estado; sector:economia_macro; region:Valparaíso; sector:justicia_seguridad,https://www.diarioelcentro.cl/2026/06/13/mas-chilenos-optan-por-motos-para-reducir-costos-y-tiempos-scooters-lideran-las-busquedas
79,C141,8.75,División El Teniente acerca la inteligencia artificial y su aplicación en seguridad a estudiantes técnicos de O’Higgins,2,1,Elurbanorural,biz; regiones,sector:tecnologia_telecom; sector:laboral_gobernanza; sector:mineria_energia; sector:economia_macro; source:normal_scrape; sector:empresas_finanzas; sector:politica_estado; sector:justicia_seguridad,https://elurbanorural.cl/division-el-teniente-acerca-la-inteligencia-artificial-y-su-aplicacion-en-seguridad-a-estudiantes-tecnicos-de-ohiggins
80,C150,8.75,Entre la instalación del gobierno y la carrera municipal: la hoja de ruta de RN en Ñuble,2,1,Ladiscusion,nacional; regiones,sector:politica_estado; sector:medioambiente_permisos; source:normal_scrape; sector:justicia_seguridad; sector:empresas_finanzas; product:regiones; sector:infraestructura_concesiones; product:nacional,https://ladiscusion.cl/entre-la-instalacion-del-gobierno-y-la-carrera-municipal-la-hoja-de-ruta-de-rn-en-nuble
81,C155,8.75,“Ñuble tiene la oportunidad de ser protagonista de la construcción en madera”,2,1,Ladiscusion,biz; regiones,sector:politica_estado; sector:economia_macro; source:normal_scrape; sector:laboral_gobernanza; product:biz; product:nacional; sector:mineria_energia; sector:infraestructura_concesiones,https://ladiscusion.cl/nuble-tiene-la-oportunidad-de-ser-protagonista-de-la-construccion-en-madera
82,C156,8.75,"Viernes negro en salud: dos salidas, complejo desafío ad portas y un oficialismo al borde del quiebre",2,1,Ladiscusion,nacional; regiones,sector:politica_estado; product:regiones; region:Ñuble; source:normal_scrape; sector:salud_educacion_social; sector:medioambiente_permisos; sector:empresas_finanzas; sector:justicia_seguridad,https://ladiscusion.cl/viernes-negro-en-salud-dos-salidas-complejo-desafio-ad-portas-y-un-oficialismo-al-borde-del-quiebre
83,C157,8.75,Alarmante consulta del SAG reactiva a defensores de la semilla,2,1,Resumen,biz; nacional,source:normal_scrape; sector:politica_estado; product:regiones; sector:justicia_seguridad; product:nacional; sector:infraestructura_concesiones; sector:laboral_gobernanza; sector:medioambiente_permisos,https://resumen.cl/articulos/consulta-del-sag-reactiva-a-defensores-de-la-semilla
84,C158,8.75,13 jun 26 Artistas del Acero debe ser estatizado y puesto a disposición de la comunidad Artistas del Acero Corporación Artistas del Acero Huachipato política cultural,2,1,Resumen,nacional; regiones,sector:politica_estado; sector:empresas_finanzas; sector:infraestructura_concesiones; sector:economia_macro; source:normal_scrape; sector:medioambiente_permisos; sector:salud_educacion_social; product:nacional,https://resumen.cl/articulos/artistas-del-acero-debe-ser-estatizado-y-puesto-a-disposicion-de-la-comunidad
85,C161,8.75,Lanzan primera Fuerza de Tarea para enfrentar terrorismo y crimen organizado en la Macrozona Sur,2,1,Sabes,nacional; regiones,product:regiones; source:normal_scrape; sector:politica_estado; sector:justicia_seguridad; region:La Araucanía; sector:infraestructura_concesiones; product:nacional; region:Los Lagos,https://sabes.cl/2026/06/13/lanzan-primera-fuerza-de-tarea-para-enfrentar-terrorismo-y-crimen-organizado-en-la-macrozona-sur
86,C166,8.75,"Plan ""Sitio Eriazo Cero"" en Concepción: Ministro Poduje entrega terreno en Barrio Norte para construir moderno polideportivo",2,1,Sabes,nacional; regiones,sector:politica_estado; sector:salud_educacion_social; source:normal_scrape; product:regiones; sector:justicia_seguridad; sector:infraestructura_concesiones; sector:medioambiente_permisos; region:Valparaíso,https://sabes.cl/2026/06/13/plan-sitio-eriazo-cero-en-concepcion-ministro-poduje-entrega-terreno-en-barrio-norte-para-construir-moderno-polideportivo
87,C184,8.75,Sence y Omil preparan a alumnos del Instituto Don Bosco para su futura inserción laboral,2,1,Laprensaaustral,nacional; regiones,region:Magallanes; sector:laboral_gobernanza; source:normal_scrape; product:regiones; sector:politica_estado; sector:empresas_finanzas; sector:salud_educacion_social; sector:justicia_seguridad,https://laprensaaustral.cl/2026/06/13/sence-y-omil-preparan-a-alumnos-del-instituto-don-bosco-para-su-futura-insercion-laboral
88,C191,8.75,ESTUDIAN EL IMPACTO DEL CALENTAMIENTO GLOBAL EN LOS MICROORGANISMOS DEL SUELO ANTÁRTICO,2,1,Radiopolar,nacional; regiones,product:regiones; sector:salud_educacion_social; sector:medioambiente_permisos; sector:infraestructura_concesiones; sector:mineria_energia; product:df_archive; source:df_body_archive; source:normal_scrape,https://www.radiopolar.com/estudian-impacto-calentamiento-global-microorganismos-suelo-antartico
89,C196,8.75,SALMONES BLUMAR MAGALLANES RECIBE EL SELLO EMPRESA REGIONAL 2026 POR SU APORTE AL DESARROLLO DE LA REGIÓN,2,1,Radiopolar,biz; regiones,region:Magallanes; sector:politica_estado; product:regiones; source:normal_scrape; sector:empresas_finanzas; sector:salud_educacion_social; sector:mineria_energia; sector:justicia_seguridad,https://www.radiopolar.com/salmones-blumar-magallanes-recibe-sello-empresa-regional-2026-aporte-desarrollo-region
90,C199,8.75,"EXPORTACIONES CHILENAS CRECEN 12,1% ENTRE ENERO Y MAYO IMPULSADAS POR EL COBRE Y EL LITIO",2,1,Radiopolar,biz; nacional,product:biz; sector:empresas_finanzas; sector:tecnologia_telecom; sector:mineria_energia; source:normal_scrape; sector:politica_estado; sector:laboral_gobernanza; sector:economia_macro,https://www.radiopolar.com/exportaciones-chilenas-crecen-121-enero-mayo-impulsadas-cobre-litio
91,C200,8.75,SUBSECRETARIO DE DESARROLLO REGIONAL PARTICIPÓ JUNTO A ALCALDES EN CUMBRE INTERNACIONAL SOBRE INTELIGENCIA ARTIFICIAL,2,1,Radiopolar,nacional; regiones,source:normal_scrape; sector:laboral_gobernanza; sector:empresas_finanzas; sector:infraestructura_concesiones; sector:economia_macro; sector:politica_estado; product:regiones; sector:tecnologia_telecom,https://www.radiopolar.com/subsecretario-desarrollo-regional-participo-alcaldes-cumbre-internacional-inteligencia-artificial
92,C204,8.75,CANCILLERÍA Y GREMIOS EXPORTADORES REFUERZAN COORDINACIÓN PARA ENFRENTAR NEGOCIACIÓN ARANCELARIA CON ESTADOS UNIDOS,2,1,Radiopolar,biz; nacional,sector:politica_estado; source:normal_scrape; sector:empresas_finanzas; sector:justicia_seguridad; product:regiones; sector:laboral_gobernanza; sector:infraestructura_concesiones; sector:tecnologia_telecom,https://www.radiopolar.com/cancilleria-gremios-exportadores-refuerzan-coordinacion-enfrentar-negociacion-arancelaria-unidos
93,C078,8.6,Presentan nueva ambulancia para el Samu y el diseño de reposición del CESFAM Dr. Bernardo Mellibovsky,1,1,Chanarcillo,regiones,product:regiones; source:normal_scrape; sector:politica_estado; sector:salud_educacion_social; sector:justicia_seguridad; sector:infraestructura_concesiones; sector:laboral_gobernanza; sector:medioambiente_permisos,https://www.chanarcillo.cl/presentan-nueva-ambulancia-para-el-samu-y-el-diseno-de-reposicion-del-cesfam-dr-bernardo-mellibovsky
94,C111,8.6,Quiroz vs. Boric: la pelea por el CAE que incomoda a la oposición,1,1,Lavozdemaipu,nacional,sector:politica_estado; sector:economia_macro; product:regiones; sector:empresas_finanzas; product:nacional; source:normal_scrape; sector:salud_educacion_social; noise:opinion,https://lavozdemaipu.cl/quiroz-boric-cae
95,C146,8.6,"Escenario epidemiolÃ³gico en BiobÃo: circulaciÃ³n de virus sube 1,9% y bajan las hospitalizaciones anuales",1,1,Diarioconcepcion,regiones,product:regiones; sector:salud_educacion_social; sector:justicia_seguridad; region:Atacama; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; sector:infraestructura_concesiones,https://www.diarioconcepcion.cl/ciudad/2026/06/13/escenario-epidemiologico-en-biobio-circulacion-de-virus-sube-19-y-bajan-las-hospitalizaciones-anuales.html
96,C148,8.6,“Sitio Eriazo Cero”: anuncian recuperaciÃ³n de terreno en ConcepciÃ³n para construir polideportivo y proyecto habitacional,1,1,Diarioconcepcion,regiones,sector:politica_estado; product:regiones; source:normal_scrape; sector:salud_educacion_social; sector:empresas_finanzas; sector:justicia_seguridad; sector:infraestructura_concesiones; region:Magallanes,https://www.diarioconcepcion.cl/ciudad/2026/06/13/sitio-eriazo-cero-anuncian-recuperacion-de-terreno-en-concepcion-para-construir-polideportivo-y-proyecto-habitacional.html
97,C012,8.5,La regulación de los juegos y apuestas en línea,2,1,La Tercera,biz; nacional,sector:justicia_seguridad; product:nacional; sector:empresas_finanzas; sector:laboral_gobernanza; sector:medioambiente_permisos; sector:tecnologia_telecom; source:normal_scrape; sector:politica_estado; opinion,https://www.latercera.com/editorial/noticia/la-regulacion-de-los-juegos-y-apuestas-en-linea
98,C028,8.45,"Columna de Isabel Plant/ De Camila Flores a Sinaka: no es chiste, es delito | The Clinic",1,1,The Clinic,nacional,sector:politica_estado; product:regiones; sector:empresas_finanzas; sector:medioambiente_permisos; sector:infraestructura_concesiones; sector:mineria_energia; product:nacional; source:normal_scrape,https://www.theclinic.cl/2026/06/13/columna-de-isabel-plant-de-camila-flores-a-sinaka-no-es-chiste-es-delito
99,C045,8.45,Adjudicaron nueva concesión de la Ruta 5 sur que ampliará tramo Río Bueno-Puerto Montt - Diario De Puerto Montt,3,1,Diariodepuertomontt,biz; nacional; regiones,sector:infraestructura_concesiones; sector:empresas_finanzas; sector:politica_estado; source:normal_scrape; region:Los Lagos; sector:tecnologia_telecom; product:regiones; sector:justicia_seguridad,https://www.diariodepuertomontt.cl/noticia/actualidad/2026/06/adjudicaron-nueva-concesion-de-la-ruta-5-sur-que-ampliara-tramo-rio-bueno-puerto-montt
100,C076,8.45,"Gobernador Miguel Vargas: “Nos gusta la idea de un Estado más eficiente, pero no necesariamente más pequeño”",3,1,Chanarcillo,biz; nacional; regiones,source:normal_scrape; sector:politica_estado; product:regiones; sector:infraestructura_concesiones; sector:justicia_seguridad; product:nacional; sector:mineria_energia; sector:economia_macro,https://www.chanarcillo.cl/gobernador-miguel-vargas-nos-gusta-la-idea-de-un-estado-mas-eficiente-pero-no-necesariamente-mas-pequeno
101,C096,8.45,"Sacha Razmilic, alcalde de Antofagasta: «Hoy en día el impacto de la salmuera de una desaladora es nulo, cero»",3,1,Diariolaregion,biz; nacional; regiones,region:Antofagasta; sector:medioambiente_permisos; source:normal_scrape; sector:politica_estado; sector:empresas_finanzas; product:biz; sector:infraestructura_concesiones; region:Valparaíso,https://www.diariolaregion.cl/sacha-razmilic-alcalde-de-antofagasta-hoy-en-dia-el-impacto-de-la-salmuera-de-una-desaladora-es-nulo-cero
102,C100,8.45,Conmemoración en el Día del Mártir de Carabineros,2,1,Diariolaregion,nacional; regiones,sector:politica_estado; sector:laboral_gobernanza; sector:mineria_energia; sector:medioambiente_permisos; source:normal_scrape; product:biz; product:regiones; sector:justicia_seguridad,https://www.diariolaregion.cl/conmemoracion-en-el-dia-del-martir-de-carabineros
103,C104,8.45,«Patrón favorable para las lluvias»: @EdoWeatherman asegura que precipitaciones llegarían desde el 20 de junio,2,1,Miradiols,nacional; regiones,region:Maule; product:regiones; noise:horoscopo; region:Valparaíso; sector:empresas_finanzas; sector:medioambiente_permisos; region:Metropolitana; noise:deportes,https://www.miradiols.cl/2026/06/13/patron-favorable-para-las-lluvias-edoweatherman-asegura-que-precipitaciones-llegarian-desde-el-20-de-junio
104,C112,8.45,Instituto Nacional suspende clases presenciales tras revelarse que las amenazas de violencia fueron reiteradas,2,1,Lavozdemaipu,nacional; regiones,product:regiones; source:normal_scrape; sector:politica_estado; sector:justicia_seguridad; sector:infraestructura_concesiones; product:nacional; region:Metropolitana; region:Los Ríos,https://lavozdemaipu.cl/instituto-nacional-amenazas-clases-online
105,C123,8.45,Talca figura entre las ciudades con mayor desempleo del país,2,1,Diarioelcentro,nacional; regiones,product:nacional; region:Maule; sector:mineria_energia; source:normal_scrape; region:Metropolitana; sector:laboral_gobernanza; region:La Araucanía; sector:justicia_seguridad,https://www.diarioelcentro.cl/2026/06/12/talca-figura-entre-las-ciudades-con-mayor-desempleo-del-pais
106,C124,8.45,Justicia decreta prisión preventiva para excarabineros acusados de conformar una red criminal en Talca,2,1,Diarioelcentro,nacional; regiones,sector:justicia_seguridad; product:regiones; source:normal_scrape; region:Maule; sector:politica_estado; sector:empresas_finanzas; region:Biobío; sector:infraestructura_concesiones,https://www.diarioelcentro.cl/2026/06/12/justicia-decreta-prision-preventiva-para-excarabineros-acusados-de-conformar-una-red-criminal-en-talca
107,C136,8.45,BancoEstado reporta diferencias en saldos de cuentas y trabaja en su corrección,2,1,Eltipografo,biz; nacional,source:normal_scrape; sector:empresas_finanzas; sector:politica_estado; product:regiones; sector:laboral_gobernanza; sector:tecnologia_telecom; sector:infraestructura_concesiones; sector:justicia_seguridad,https://eltipografo.cl/2026/06/bancoestado-reporta-diferencias-en-saldos-de-cuentas-y-trabaja-en-su-correccion
108,C153,8.45,Alcaldes presionan al Gobierno por impacto de exención de contribuciones,2,1,Ladiscusion,nacional; regiones,product:regiones; source:normal_scrape; sector:politica_estado; sector:economia_macro; sector:salud_educacion_social; sector:empresas_finanzas; sector:justicia_seguridad; sector:tecnologia_telecom,https://ladiscusion.cl/alcaldes-presionan-al-gobierno-por-impacto-de-exencion-de-contribuciones
109,C154,8.45,Tierras raras,2,1,Ladiscusion,biz; nacional,sector:politica_estado; sector:empresas_finanzas; sector:medioambiente_permisos; sector:mineria_energia; sector:infraestructura_concesiones; region:Valparaíso; product:nacional; noise:opinion,https://ladiscusion.cl/tierras-raras
110,C186,8.45,Sernac emite alerta de seguridad por cuatro modelos de estufas de reconocida marca,2,1,Laprensaaustral,biz; nacional,product:regiones; product:biz; region:La Araucanía; region:Valparaíso; region:Atacama; region:O'Higgins; source:normal_scrape; sector:justicia_seguridad,https://laprensaaustral.cl/2026/06/13/sernac-emite-alerta-de-seguridad-por-cuatro-modelos-de-estufas-de-reconocida-marca
111,C192,8.45,PRIMER ENVÍO DE LANA DE MAGALLANES A INDIA ABRE NUEVAS OPORTUNIDADES PARA EL SECTOR GANADERO REGIONAL,2,1,Radiopolar,biz; regiones,product:regiones; sector:empresas_finanzas; region:Valparaíso; region:Metropolitana; noise:deportes; source:normal_scrape; sector:politica_estado; region:Magallanes,https://www.radiopolar.com/envio-lana-magallanes-india-abre-oportunidades-sector-ganadero-regional
112,C197,8.45,CASCADA EXPEDICIONES Y ECOCAMP PATAGONIA CIERRAN TEMPORADA CON MÁS DE 4.700 VIAJEROS Y NUEVAS NOMINACIONES INTERNACIONALES,2,1,Radiopolar,biz; regiones,product:regiones; noise:horoscopo; noise:cartelera; source:normal_scrape; sector:empresas_finanzas; sector:politica_estado; sector:laboral_gobernanza; sector:tecnologia_telecom,https://www.radiopolar.com/cascada-expediciones-ecocamp-patagonia-cierran-temporada-4700-viajeros-nominaciones-internacionales
113,C058,8.3,Victoria inaugura Punto de Posada para Helicópteros de Emergencia en La Araucanía,1,1,Lasnoticiasdemalleco,regiones,sector:justicia_seguridad; product:regiones; source:normal_scrape; sector:infraestructura_concesiones; sector:empresas_finanzas; sector:politica_estado; sector:tecnologia_telecom; region:Magallanes,https://lasnoticiasdemalleco.cl/emergencia/victoria-inaugura-punto-de-posada-para-helicopteros-de-emergencia-en-la-araucania
114,C083,8.3,Ovalle: sujeto cae con más de 40 ampollas de fentanilo en su poder,1,1,Diarioeldia,regiones,product:regiones; source:normal_scrape; sector:justicia_seguridad; sector:politica_estado; sector:empresas_finanzas; product:nacional; sector:salud_educacion_social; region:Biobío,https://www.diarioeldia.cl/noticias/2026/06/13/141172-ovalle-sujeto-cae-con-mas-de-40-ampollas-de-fentanilo-en-su-poder
115,C120,8.3,"Senadora Beatriz Sánchez por embargos a deudores del CAE: “El gobierno persigue a la gente, pero le perdona a Cugat una deuda de 30 mil millones de pesos”",1,1,Diarioelcentro,nacional,product:regiones; sector:empresas_finanzas; sector:economia_macro; sector:politica_estado; source:normal_scrape; region:Maule; sector:salud_educacion_social; product:nacional,https://www.diarioelcentro.cl/2026/06/13/senadora-beatriz-sanchez-por-embargos-a-deudores-del-cae-el-gobierno-persigue-a-la-gente-pero-le-perdona-a-cugat-una-deuda-de-30-mil-millones-de-pesos
116,C029,8.25,"Cruceros: lujo, tecnología y agencias redefinen el crecimiento global del negocio",1,1,Chile,biz,sector:empresas_finanzas; sector:tecnologia_telecom; sector:economia_macro; sector:laboral_gobernanza; sector:politica_estado; region:Metropolitana; product:df_archive; source:df_body_archive,https://www.ladevi.info/cruceros/cruceros-lujo-tecnologia-y-agencias-redefinen-el-crecimiento-global-del-negocio-n101910
117,C034,8.25,Reportaje | SKY Airline celebra sus 25 años sorprendiendo,1,1,Portalinnova,biz,sector:laboral_gobernanza; sector:mineria_energia; source:normal_scrape; product:df_archive; source:df_body_archive; sector:tecnologia_telecom; sector:economia_macro; sector:ma_distress,https://portalinnova.cl/reportaje-sky-airline-celebra-sus-25-anos-sorprendiendo
118,C035,8.25,"Reportaje | Ultramar realiza conversatorio “Conectar para confiar” y aborda los desafíos de construir confianza entre empresas, personas y comunidades",1,1,Portalinnova,biz,source:normal_scrape; sector:empresas_finanzas; product:regiones; sector:mineria_energia; sector:ma_distress; product:biz; sector:politica_estado; sector:salud_educacion_social,https://portalinnova.cl/reportaje-ultramar-realiza-conversatorio-conectar-para-confiar-y-aborda-los-desafios-de-construir-confianza-entre-empresas-personas-y-comunidades
119,C062,8.25,Liceo Emblemático Bernardo O’Higgins conmemoró 140 años de historia y servicio a la Educación Pública,1,1,Diariolongino,regiones,product:regiones; sector:salud_educacion_social; source:normal_scrape; sector:empresas_finanzas; sector:laboral_gobernanza; region:Magallanes; sector:mineria_energia; sector:politica_estado,https://diariolongino.cl/liceo-emblematico-bernardo-ohiggins-conmemoro-140-anos-de-historia-y-servicio-a-la-educacion-publica
120,C063,8.25,Estudiantes del Instituto Comercial obtienen primer lugar en competencia de inglés,1,1,Diariolongino,regiones,product:regiones; source:normal_scrape; sector:salud_educacion_social; region:Metropolitana; region:Magallanes; product:unknown; sector:empresas_finanzas; sector:politica_estado,https://diariolongino.cl/estudiantes-del-instituto-comercial-obtienen-primer-lugar-en-competencia-de-ingles
121,C064,8.25,Patrulla SERO fortalece capacidades de conducción nocturna en motos de nieve,1,1,Diariolongino,nacional,product:regiones; sector:salud_educacion_social; sector:mineria_energia; source:normal_scrape; product:biz; sector:politica_estado; quality:thin_text; sector:empresas_finanzas,https://diariolongino.cl/patrulla-sero-fortalece-capacidades-de-conduccion-nocturna-en-motos-de-nieve
122,C065,8.25,¿Todos quieren realmente un acuerdo entre Estados Unidos e Irán?,1,1,Diariolongino,regiones,sector:politica_estado; source:normal_scrape; sector:empresas_finanzas; product:regiones; product:nacional; sector:justicia_seguridad; noise:opinion; sector:infraestructura_concesiones,https://diariolongino.cl/todos-quieren-realmente-un-acuerdo-entre-estados-unidos-e-iran
123,C068,8.25,"Core de Arica propone cambios en el Morro de Arica: ""No podemos seguir reaccionando después de las tragedias""",1,1,Elmorrocotudo,regiones,sector:politica_estado; product:regiones; source:normal_scrape; sector:empresas_finanzas; sector:justicia_seguridad; sector:salud_educacion_social; sector:infraestructura_concesiones; sector:medioambiente_permisos,https://www.elmorrocotudo.cl/noticia/sociedad/core-de-arica-propone-cambios-en-el-morro-de-arica-no-podemos-seguir-reaccionando-d
